pk,nombre,descripcion_entidad,horario,equipamiento,transporte,descripcion,accesibilidad,content_url,nombre_via,clase_vial,tipo_num,num,planta,puerta,escaleras,orientacion,localidad,provincia,codigo_postal,cod_barrio,barrio,cod_distrito,distrito,coordenada_x,coordenada_y,latitud,longitud,telefono,fax,email,tipo,parent_equipamiento_municipal_id,servicio,actividad_regular,punto_observ_id
6106345,Centro de Día Infantil del Distrito Retiro (en CEIP Ciudad de Roma),,"De lunes a viernes, de 16 a 20 horas.","Servicio de merienda. Servicio de traslado desde el Centro Educativo al Centro de Día, previa valoración de los Servicios Sociales municipales.","Metro: Sainz de Baranda  Bus: 15 , 30 , 143, 156, 202, 215","Definición Los Centros de Día son recursos dirigidos a niños y niñas en donde se les presta atención y cuidado al finalizar la jornada escolar. La finalidad de este programa es apoyar la conciliación de la vida familiar y laboral, así como evitar los factores de riesgo que la ausencia prolongada de padres/madres y tutores puede ocasionar a los niños y niñas; favoreciendo, además, el desarrollo de habilidades sociales, la adquisición de valores, normas, límites y respeto mutuo.    Destinatarios Los Centros de Día Infantiles se dirigen a niños y niñas de 3 a 12 años distribuidos en tres grupos (de 3 a 5 años, de 6 a 9 años y de 10 a 12 años).Los destinatarios son un máximo de 40 niños/as por centro, distribuidos en 43 Centros de Día (dos plazas por centro se reservan para niños y niñas con necesidades educativas especiales y escolarizados en centros ordinarios), con las siguientes características, entre otras:   - Niñas y niños en situación de riesgo o desventaja social.- Familias monoparentales sin red de apoyo.- Familias con dificultades para desempeñar su tarea educativa. - Niñas y niños cuyos padres/madres o tutores cuenten con un horario laboral coincidente con el horario del programa.    Actividades Las actividades principales que se desarrollan son: - Refuerzo y apoyo escolar.- Talleres de educación en valores, habilidades sociales, animación a la lectura, etc. - Juegos dirigidos, juegos predeportivos, etc. - Actividades relacionadas con el uso de las nuevas tecnologías. - Actividades lúdico-educativas y de animación sociocultural.   Los contenidos de dichas actividades, que se realizan de una forma directa o transversal, están relacionados con la educación para la paz, educación para la salud, educación sobre el medio ambiente y las nuevas tecnologías.    Acceso A través del Centro de Servicios Sociales del Distrito, una vez valorada la situación por su trabajador/a social.   Profesionales1 Coordinador/a por Centro de Día y 2 monitores/as   CosteEste servicio es gratuito para la familia.",1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=81aed03950390310VgnVCM2000000c205a0aRCRD,JUAN ESPLANDIU,CALLE,V,2.0,,,,CEIP CIUDAD DE ROMA,MADRID,MADRID,28007,3.0,ESTRELLA,3.0,RETIRO,443565.0,4474131.0,40.41589440293688,-3.6651928479923983,915 571 300 / 915 570 514,,,/contenido/entidadesYorganismos/CentrosAtencionSocialMenoresFamilias/CentrosDiaMenores,,healthprograms,workshop,1166
171083,Centro de Día Infantil del Distrito San Blas-Canillejas 1 (en CEIP La Alameda),,"De lunes a viernes, de 16 a 20 horas.","Servicio de merienda. Servicio de traslado desde el Centro Educativo al Centro de Día, previa valoración de los Servicios Sociales municipales.","Bus: 28, 48, 140","Definición Los Centros de Día son recursos dirigidos a niños y niñas en donde se les presta atención y cuidado al finalizar la jornada escolar. La finalidad de este programa es apoyar la conciliación de la vida familiar y laboral, así como evitar los factores de riesgo que la ausencia prolongada de padres/madres y tutores puede ocasionar a los niños y niñas; favoreciendo, además, el desarrollo de habilidades sociales, la adquisición de valores, normas, límites y respeto mutuo.    Destinatarios Los Centros de Día Infantiles se dirigen a niños y niñas de 3 a 12 años distribuidos en tres grupos (de 3 a 5 años, de 6 a 9 años y de 10 a 12 años).Los destinatarios son un máximo de 40 niños/as por centro, distribuidos en 43 Centros de Día (dos plazas por centro se reservan para niños y niñas con necesidades educativas especiales y escolarizados en centros ordinarios), con las siguientes características, entre otras:   - Niñas y niños en situación de riesgo o desventaja social.- Familias monoparentales sin red de apoyo.- Familias con dificultades para desempeñar su tarea educativa. - Niñas y niños cuyos padres/madres o tutores cuenten con un horario laboral coincidente con el horario del programa.    Actividades Las actividades principales que se desarrollan son: - Refuerzo y apoyo escolar.- Talleres de educación en valores, habilidades sociales, animación a la lectura, etc. - Juegos dirigidos, juegos predeportivos, etc. - Actividades relacionadas con el uso de las nuevas tecnologías. - Actividades lúdico-educativas y de animación sociocultural.   Los contenidos de dichas actividades, que se realizan de una forma directa o transversal, están relacionados con la educación para la paz, educación para la salud, educación sobre el medio ambiente y las nuevas tecnologías.    Acceso A través del Centro de Servicios Sociales del Distrito, una vez valorada la situación por su trabajador/a social.   Profesionales1 Coordinador/a por Centro de Día y 2 monitores/as   CosteEste servicio es gratuito para la familia.",0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=57e2085f5181c010VgnVCM1000000b205a0aRCRD,MUSAS,CALLE,V,9.0,,,,CEIP LA ALAMEDA,MADRID,MADRID,28022,7.0,CANILLEJAS,20.0,SAN BLAS-CANILLEJAS,448458.0,4476552.0,40.43801828833293,-3.60773205668912,913 717 384,,,/contenido/entidadesYorganismos/CentrosAtencionSocialMenoresFamilias/CentrosDiaMenores,,healthprograms,workshop,1568
6107166,Centro de Día Infantil del Distrito San Blas-Canillejas 2 (en CEIP República de Chile),,"De lunes a viernes, de 16 a 20 horas.","Servicio de merienda. Servicio de traslado desde el Centro Educativo al Centro de Día, previa valoración de los Servicios Sociales municipales.","Metro: Simancas (Línea 7)Bus: 4, 38, 48, 70, 109","Definición Los Centros de Día son recursos dirigidos a niños y niñas en donde se les presta atención y cuidado al finalizar la jornada escolar. La finalidad de este programa es apoyar la conciliación de la vida familiar y laboral, así como evitar los factores de riesgo que la ausencia prolongada de padres/madres y tutores puede ocasionar a los niños y niñas; favoreciendo, además, el desarrollo de habilidades sociales, la adquisición de valores, normas, límites y respeto mutuo.    Destinatarios Los Centros de Día Infantiles se dirigen a niños y niñas de 3 a 12 años distribuidos en tres grupos (de 3 a 5 años, de 6 a 9 años y de 10 a 12 años).Los destinatarios son un máximo de 40 niños/as por centro, distribuidos en 43 Centros de Día (dos plazas por centro se reservan para niños y niñas con necesidades educativas especiales y escolarizados en centros ordinarios), con las siguientes características, entre otras:   - Niñas y niños en situación de riesgo o desventaja social.- Familias monoparentales sin red de apoyo.- Familias con dificultades para desempeñar su tarea educativa. - Niñas y niños cuyos padres/madres o tutores cuenten con un horario laboral coincidente con el horario del programa.    Actividades Las actividades principales que se desarrollan son: - Refuerzo y apoyo escolar.- Talleres de educación en valores, habilidades sociales, animación a la lectura, etc. - Juegos dirigidos, juegos predeportivos, etc. - Actividades relacionadas con el uso de las nuevas tecnologías. - Actividades lúdico-educativas y de animación sociocultural.   Los contenidos de dichas actividades, que se realizan de una forma directa o transversal, están relacionados con la educación para la paz, educación para la salud, educación sobre el medio ambiente y las nuevas tecnologías.    Acceso A través del Centro de Servicios Sociales del Distrito, una vez valorada la situación por su trabajador/a social.   Profesionales1 Coordinador/a por Centro de Día y 2 monitores/as.   CosteEste servicio es gratuito para la familia.",1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=53c6861400690310VgnVCM1000000b205a0aRCRD,CASTILLO DE UCLES,CALLE,V,28.0,,,,CEIP REPÚBLICA DE CHILE,MADRID,MADRID,28037,1.0,SIMANCAS,20.0,SAN BLAS-CANILLEJAS,447003.0,4475462.0,40.42809852476456,-3.6247839198679577,913 717 384,,,/contenido/entidadesYorganismos/CentrosAtencionSocialMenoresFamilias/CentrosDiaMenores,,healthprograms,workshop,1493
5426500,Centro de Día Infantil del Distrito Tetuán 1 (en Centro Social Comunitario Josefa Amar),,"De lunes a viernes, de 16 a 20 horas.","Servicio de merienda. Servicio de traslado desde el Centro Educativo al Centro de Día, previa valoración de los Servicios Sociales municipales.",Metro: Ventilla (Línea 9)Bus: 42,"Definición Los Centros de Día son recursos dirigidos a niños y niñas en donde se les presta atención y cuidado al finalizar la jornada escolar. La finalidad de este programa es apoyar la conciliación de la vida familiar y laboral, así como evitar los factores de riesgo que la ausencia prolongada de padres/madres y tutores puede ocasionar a los niños y niñas; favoreciendo, además, el desarrollo de habilidades sociales, la adquisición de valores, normas, límites y respeto mutuo.    Destinatarios Los Centros de Día Infantiles se dirigen a niños y niñas de 3 a 12 años distribuidos en tres grupos (de 3 a 5 años, de 6 a 9 años y de 10 a 12 años).Los destinatarios son un máximo de 40 niños/as por centro, distribuidos en 43 Centros de Día (dos plazas por centro se reservan para niños y niñas con necesidades educativas especiales y escolarizados en centros ordinarios), con las siguientes características, entre otras:   - Niñas y niños en situación de riesgo o desventaja social.- Familias monoparentales sin red de apoyo.- Familias con dificultades para desempeñar su tarea educativa. - Niñas y niños cuyos padres/madres o tutores cuenten con un horario laboral coincidente con el horario del programa.    Actividades Las actividades principales que se desarrollan son: - Refuerzo y apoyo escolar.- Talleres de educación en valores, habilidades sociales, animación a la lectura, etc. - Juegos dirigidos, juegos predeportivos, etc. - Actividades relacionadas con el uso de las nuevas tecnologías. - Actividades lúdico-educativas y de animación sociocultural.   Los contenidos de dichas actividades, que se realizan de una forma directa o transversal, están relacionados con la educación para la paz, educación para la salud, educación sobre el medio ambiente y las nuevas tecnologías.    Acceso     A través del Centro de Servicios Sociales correspondiente según domicilio:   Centro de Servicios Sociales 'MARÍA ZAYAS'Travesía de Maria Zayas s/n Información y citas 914 492 140/41   cssmariazayas@madrid.es  Centro de Servicios Sociales 'VICENTE FERRER' C/ General Aranda, 30 Información y citas 913 148 992   cssvicenteferrer@madrid.es    Profesionales1 Coordinador/a por Centro de Día y 2 monitores/as   CosteEste servicio es gratuito para la familia.",1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=cd24f7250cff3210VgnVCM2000000c205a0aRCRD,MATILDE LANDA,CALLE,V,30.0,,,,CENTRO SOCIAL COMUNITARIO JOSEFA AMAR,MADRID,MADRID,28029,4.0,ALMENARA,6.0,TETUAN,441164.0,4480511.0,40.47319865861951,-3.6940834942003504,913 148 992,,,/contenido/entidadesYorganismos/CentrosAtencionSocialMenoresFamilias/CentrosDiaMenores,6396299.0,healthprograms,workshop,1061
6106536,Centro de Día Infantil del Distrito Tetuán 2 (en CEIP Felipe II),,"De lunes a viernes, de 16 a 20 horas.","Servicio de merienda. Servicio de traslado desde el Centro Educativo al Centro de Día, previa valoración de los Servicios Sociales municipales.","Metro: Ventilla y Barrio del Pilar (Línea 9)Bus: 42, 177","Definición  Los Centros de Día son recursos dirigidos a niños y niñas en donde se les presta atención y cuidado al finalizar la jornada escolar. La finalidad de este programa es apoyar la conciliación de la vida familiar y laboral, así como evitar los factores de riesgo que la ausencia prolongada de padres/madres y tutores puede ocasionar a los niños y niñas; favoreciendo, además, el desarrollo de habilidades sociales, la adquisición de valores, normas, límites y respeto mutuo.     Destinatarios  Los Centros de Día Infantiles se dirigen a niños y niñas de 3 a 12 años distribuidos en tres grupos (de 3 a 5 años, de 6 a 9 años y de 10 a 12 años).    Los destinatarios son un máximo de 40 niños/as por centro, distribuidos en 43 Centros de Día (dos plazas por centro se reservan para niños y niñas con necesidades educativas especiales y escolarizados en centros ordinarios), con las siguientes características, entre otras:- Niñas y niños en situación de riesgo o desventaja social.- Familias monoparentales sin red de apoyo.- Familias con dificultades para desempeñar su tarea educativa. - Niñas y niños cuyos padres/madres o tutores cuenten con un horario laboral coincidente con el horario del programa.      Actividades  Las actividades principales que se desarrollan son:     - Refuerzo y apoyo escolar.- Talleres de educación en valores, habilidades sociales, animación a la lectura, etc. - Juegos dirigidos, juegos predeportivos, etc. - Actividades relacionadas con el uso de las nuevas tecnologías. - Actividades lúdico-educativas y de animación sociocultural.   Los contenidos de dichas actividades, que se realizan de una forma directa o transversal, están relacionados con la educación para la paz, educación para la salud, educación sobre el medio ambiente y las nuevas tecnologías.    Acceso  A través del Centro de Servicios Sociales correspondiente según domicilio:    Centro de Servicios Sociales 'MARÍA ZAYAS'Travesía de Maria Zayas s/n Información y citas 914 492 140/41   cssmariazayas@madrid.es  Centro de Servicios Sociales 'VICENTE FERRER' C/ General Aranda, 30 Información y citas 913 148 992   cssvicenteferrer@madrid.es    Profesionales1 Coordinador/a por Centro de Día y 2 monitores/as   CosteEste servicio es gratuito para la familia.",1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0f2c2d6702390310VgnVCM2000000c205a0aRCRD,ASTURIAS,AVENIDA,V,70.0,,,,,MADRID,MADRID,28029,4.0,ALMENARA,6.0,TETUAN,440718.0,4480480.0,40.47289116163942,-3.6993361490987806,914 492 140 / 914 492 141,,,/contenido/entidadesYorganismos/CentrosAtencionSocialMenoresFamilias/CentrosDiaMenores,,healthprograms,workshop,1479
11388150,Centro de Día Infantil del Distrito Tetuán 3 (en sede Cruz Roja),,"De lunes a viernes, de 16 a 20 horas.","Servicio de merienda. Servicio de traslado desde el Centro Educativo al Centro de Día, previa valoración de los Servicios Sociales municipales.","Metro: Estrecho (Línea 1)Bus: 3, 126","Definición  Los Centros de Día son recursos dirigidos a niños y niñas en donde se les presta atención y cuidado al finalizar la jornada escolar. La finalidad de este programa es apoyar la conciliación de la vida familiar y laboral, así como evitar los factores de riesgo que la ausencia prolongada de padres/madres y tutores puede ocasionar a los niños y niñas; favoreciendo, además, el desarrollo de habilidades sociales, la adquisición de valores, normas, límites y respeto mutuo.     Destinatarios  Los Centros de Día Infantiles se dirigen a niños y niñas de 3 a 12 años distribuidos en tres grupos (de 3 a 5 años, de 6 a 9 años y de 10 a 12 años).    Los destinatarios son un máximo de 40 niños/as por centro, distribuidos en 43 Centros de Día (dos plazas por centro se reservan para niños y niñas con necesidades educativas especiales y escolarizados en centros ordinarios), con las siguientes características, entre otras:- Niñas y niños en situación de riesgo o desventaja social.- Familias monoparentales sin red de apoyo.- Familias con dificultades para desempeñar su tarea educativa. - Niñas y niños cuyos padres/madres o tutores cuenten con un horario laboral coincidente con el horario del programa.      Actividades  Las actividades principales que se desarrollan son:     - Refuerzo y apoyo escolar.- Talleres de educación en valores, habilidades sociales, animación a la lectura, etc. - Juegos dirigidos, juegos predeportivos, etc. - Actividades relacionadas con el uso de las nuevas tecnologías. - Actividades lúdico-educativas y de animación sociocultural.   Los contenidos de dichas actividades, que se realizan de una forma directa o transversal, están relacionados con la educación para la paz, educación para la salud, educación sobre el medio ambiente y las nuevas tecnologías.    Acceso  A través del Centro de Servicios Sociales correspondiente según domicilio:    Centro de Servicios Sociales 'MARÍA ZAYAS'Travesía de Maria Zayas s/n Información y citas 914 492 140/41   cssmariazayas@madrid.es  Centro de Servicios Sociales 'VICENTE FERRER' C/ General Aranda, 30 Información y citas 913 148 992   cssvicenteferrer@madrid.es    Profesionales1 Coordinador/a por Centro de Día y 2 monitores/as   CosteEste servicio es gratuito para la familia.",3,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8a1c659deab49710VgnVCM2000001f4a900aRCRD,INFANTA MERCEDES,CALLE,V,26.0,,,,,MADRID,MADRID,28020,2.0,CUATRO CAMINOS,6.0,TETUAN,440787.0,4478556.0,40.45556545448107,-3.698340232909169,914 492 140 / 914 492 141,,,/contenido/entidadesYorganismos/CentrosAtencionSocialMenoresFamilias/CentrosDiaMenores,,healthprograms,workshop,1336
6108339,Centro de Día Infantil del Distrito Usera 1 (en CEIP Marcelo Usera),,"De lunes a viernes, 16 a 20 horas.","Servicio de merienda. Servicio de traslado desde el Centro Educativo al Centro de Día, previa valoración de los Servicios Sociales municipales.","Metro: Almendrales (Línea 3) Bus: 6, 18, 22, 23, 59, 76, 78, 79, 123","Definición Los Centros de Día son recursos dirigidos a niños y niñas en donde se les presta atención y cuidado al finalizar la jornada escolar. La finalidad de este programa es apoyar la conciliación de la vida familiar y laboral, así como evitar los factores de riesgo que la ausencia prolongada de padres/madres y tutores puede ocasionar a los niños y niñas; favoreciendo, además, el desarrollo de habilidades sociales, la adquisición de valores, normas, límites y respeto mutuo.    Destinatarios Los Centros de Día Infantiles se dirigen a niños y niñas de 3 a 12 años distribuidos en tres grupos (de 3 a 5 años, de 6 a 9 años y de 10 a 12 años).Los destinatarios son un máximo de 40 niños/as por centro, distribuidos en 43 Centros de Día (dos plazas por centro se reservan para niños y niñas con necesidades educativas especiales y escolarizados en centros ordinarios), con las siguientes características, entre otras:   - Niñas y niños en situación de riesgo o desventaja social.- Familias monoparentales sin red de apoyo.- Familias con dificultades para desempeñar su tarea educativa. - Niñas y niños cuyos padres/madres o tutores cuenten con un horario laboral coincidente con el horario del programa.    Actividades Las actividades principales que se desarrollan son: - Refuerzo y apoyo escolar.- Talleres de educación en valores, habilidades sociales, animación a la lectura, etc. - Juegos dirigidos, juegos predeportivos, etc. - Actividades relacionadas con el uso de las nuevas tecnologías. - Actividades lúdico-educativas y de animación sociocultural.   Los contenidos de dichas actividades, que se realizan de una forma directa o transversal, están relacionados con la educación para la paz, educación para la salud, educación sobre el medio ambiente y las nuevas tecnologías.    Acceso A través del Centro de Servicios Sociales del Distrito, una vez valorada la situación por su trabajador/a social.   Profesionales1 Coordinador/a por Centro de Día y 2 monitores/as   CosteEste servicio es gratuito para la familia.",3,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2e3591e282890310VgnVCM2000000c205a0aRCRD,PERALES DE TAJUÑA,CALLE,V,1.0,,,,CEIP MARCELO USERA,MADRID,MADRID,28026,4.0,ALMENDRALES,12.0,USERA,440615.0,4470961.0,40.38713323148317,-3.699656335603844,915 656 020 / 915 656 021,,,/contenido/entidadesYorganismos/CentrosAtencionSocialMenoresFamilias/CentrosDiaMenores,,healthprograms,workshop,1508
5426510,Centro de Día Infantil del Distrito Usera 2 (en CEIP Ciudad de Jaén),,"De lunes a viernes, 16 a 20 horas.","Servicio de merienda. Servicio de traslado desde el Centro Educativo al Centro de Día, previa valoración de los Servicios Sociales municipales.","Bus: 81, 121,","Definición Los Centros de Día son recursos dirigidos a niños y niñas en donde se les presta atención y cuidado al finalizar la jornada escolar. La finalidad de este programa es apoyar la conciliación de la vida familiar y laboral, así como evitar los factores de riesgo que la ausencia prolongada de padres/madres y tutores puede ocasionar a los niños y niñas; favoreciendo, además, el desarrollo de habilidades sociales, la adquisición de valores, normas, límites y respeto mutuo.    Destinatarios Los Centros de Día Infantiles se dirigen a niños y niñas de 3 a 12 años distribuidos en tres grupos (de 3 a 5 años, de 6 a 9 años y de 10 a 12 años).Los destinatarios son un máximo de 40 niños/as por centro, distribuidos en 43 Centros de Día (dos plazas por centro se reservan para menores con necesidades educativas especiales y escolarizados en centros ordinarios), con las siguientes características, entre otras:   - Niñas y niños en situación de riesgo o desventaja social.- Familias monoparentales sin red de apoyo.- Familias con dificultades para desempeñar su tarea educativa. - Niñas y niños cuyos padres/madres o tutores cuenten con un horario laboral coincidente con el horario del programa.    Actividades Las actividades principales que se desarrollan son: - Refuerzo y apoyo escolar.- Talleres de educación en valores, habilidades sociales, animación a la lectura, etc. - Juegos dirigidos, juegos predeportivos, etc. - Actividades relacionadas con el uso de las nuevas tecnologías. - Actividades lúdico-educativas y de animación sociocultural.   Los contenidos de dichas actividades, que se realizan de una forma directa o transversal, están relacionados con la educación para la paz, educación para la salud, educación sobre el medio ambiente y las nuevas tecnologías.    Acceso A través del Centro de Servicios Sociales del Distrito, una vez valorada la situación por su trabajador/a social.   Profesionales1 Coordinador/a por Centro de Día y 2 monitores/as   CosteEste servicio es gratuito para la familia.",3,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=44ecf15cbdff3210VgnVCM2000000c205a0aRCRD,MADRE ROSA BLANCO,CALLE,V,3.0,,,,CEIP CIUDAD DE JAÉN,MADRID,MADRID,28041,2.0,ORCASUR,12.0,USERA,440468.0,4469348.0,40.37258947821977,-3.701248162459656,915 656 020 / 915 656 021,,,/contenido/entidadesYorganismos/CentrosAtencionSocialMenoresFamilias/CentrosDiaMenores,,healthprograms,workshop,1269
5426540,Centro de Día Infantil del Distrito Vicalvaro (en CEIP Alfonso X),,"De lunes a viernes, de 16 a 20 horas.","Servicio de merienda. Servicio de traslado desde el Centro Educativo al Centro de Día, previa valoración de los Servicios Sociales municipales.","Bus: 4, 100, 106, 130","Definición Los Centros de Día son recursos dirigidos a niños y niñas en donde se les presta atención y cuidado al finalizar la jornada escolar. La finalidad de este programa es apoyar la conciliación de la vida familiar y laboral, así como evitar los factores de riesgo que la ausencia prolongada de padres/madres y tutores puede ocasionar a los niños y niñas; favoreciendo, además, el desarrollo de habilidades sociales, la adquisición de valores, normas, límites y respeto mutuo.    Destinatarios Los Centros de Día Infantiles se dirigen a niños y niñas de 3 a 12 años distribuidos en tres grupos (de 3 a 5 años, de 6 a 9 años y de 10 a 12 años).Los destinatarios son un máximo de 40 niños/as por centro, distribuidos en 43 Centros de Día (dos plazas por centro se reservan para niños y niñas con necesidades educativas especiales y escolarizados en centros ordinarios), con las siguientes características, entre otras:   - Niñas y niños en situación de riesgo o desventaja social.- Familias monoparentales sin red de apoyo.- Familias con dificultades para desempeñar su tarea educativa. - Niñas y niños cuyos padres/madres o tutores cuenten con un horario laboral coincidente con el horario del programa.    Actividades Las actividades principales que se desarrollan son: - Refuerzo y apoyo escolar.- Talleres de educación en valores, habilidades sociales, animación a la lectura, etc. - Juegos dirigidos, juegos predeportivos, etc. - Actividades relacionadas con el uso de las nuevas tecnologías. - Actividades lúdico-educativas y de animación sociocultural.   Los contenidos de dichas actividades, que se realizan de una forma directa o transversal, están relacionados con la educación para la paz, educación para la salud, educación sobre el medio ambiente y las nuevas tecnologías.    Acceso A través del Centro de Servicios Sociales del Distrito, una vez valorada la situación por su trabajador/a social.   Profesionales1 Coordinador/a por Centro de Día y 2 monitores/as   CosteEste servicio es gratuito para la familia.",2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b592f15cbdff3210VgnVCM2000000c205a0aRCRD,FUENTE DE SAN PEDRO,CALLE,V,6.0,,,,CEIP ALFONSO X,MADRID,MADRID,28032,1.0,CASCO H.VICALVARO,19.0,VICALVARO,448771.0,4472687.0,40.40321927875762,-3.603718607231581,917 753 150,,,/contenido/entidadesYorganismos/CentrosAtencionSocialMenoresFamilias/CentrosDiaMenores,,healthprograms,workshop,1491
6107095,Centro de Día Infantil del Distrito Villa de Vallecas  (en CEIP Honduras),,"De lunes a viernes, de 16 a 20 horas.","Servicio de merienda. Servicio de traslado desde el Centro Educativo al Centro de Día, previa valoración de los Servicios Sociales municipales.","Bus: 54, 103, 142 Metro: Villa de Vallecas (Línea 1)","Definición Los Centros de Día son recursos dirigidos a niños y niñas en donde se les presta atención y cuidado al finalizar la jornada escolar. La finalidad de este programa es apoyar la conciliación de la vida familiar y laboral, así como evitar los factores de riesgo que la ausencia prolongada de padres/madres y tutores puede ocasionar a los niños y niñas; favoreciendo, además, el desarrollo de habilidades sociales, la adquisición de valores, normas, límites y respeto mutuo.    Destinatarios Los Centros de Día Infantiles se dirigen a niños y niñas de 3 a 12 años distribuidos en tres grupos (de 3 a 5 años, de 6 a 9 años y de 10 a 12 años).Los destinatarios son un máximo de 40 niños/as por centro, distribuidos en 43 Centros de Día (dos plazas por centro se reservan para niños y niñas con necesidades educativas especiales y escolarizados en centros ordinarios), con las siguientes características, entre otras:   - Niñas y niños en situación de riesgo o desventaja social.- Familias monoparentales sin red de apoyo.- Familias con dificultades para desempeñar su tarea educativa. - Niñas y niños cuyos padres/madres o tutores cuenten con un horario laboral coincidente con el horario del programa.    Actividades Las actividades principales que se desarrollan son: - Refuerzo y apoyo escolar.- Talleres de educación en valores, habilidades sociales, animación a la lectura, etc. - Juegos dirigidos, juegos predeportivos, etc. - Actividades relacionadas con el uso de las nuevas tecnologías. - Actividades lúdico-educativas y de animación sociocultural.   Los contenidos de dichas actividades, que se realizan de una forma directa o transversal, están relacionados con la educación para la paz, educación para la salud, educación sobre el medio ambiente y las nuevas tecnologías.    Acceso A través del Centro de Servicios Sociales del Distrito, una vez valorada la situación por su trabajador/a social.   Profesionales1 Coordinador/a por Centro de Día y 2 monitores/as   CosteEste servicio es gratuito para la familia.",3,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=fa89861400690310VgnVCM1000000b205a0aRCRD,FEDERICO GARCIA LORCA,PASEO,V,19.0,,,,,MADRID,MADRID,28031,1.0,CASCO H.VALLECAS,18.0,VILLA DE VALLECAS,447305.0,4469870.0,40.37775283601383,-3.620760529735274,91 380 75 99 - 91 301 67 30,,,/contenido/entidadesYorganismos/CentrosAtencionSocialMenoresFamilias/CentrosDiaMenores,,healthprograms,workshop,1390
171077,Centro de Día Infantil del Distrito Villaverde 1 (en CEIP Navas de Tolosa),,"De lunes a viernes, de 16 a 20 horas.","Servicio de merienda. Servicio de traslado desde el Centro Educativo al Centro de Día, previa valoración de los Servicios Sociales municipales.","Metro: San Cristobal (Línea 3)Bus: 59, 79Cercanías Renfe: San Cristóbal de los Angeles","Definición Los Centros de Día son recursos dirigidos a niños y niñas en donde se les presta atención y cuidado al finalizar la jornada escolar. La finalidad de este programa es apoyar la conciliación de la vida familiar y laboral, así como evitar los factores de riesgo que la ausencia prolongada de padres/madres y tutores puede ocasionar a los niños y niñas; favoreciendo, además, el desarrollo de habilidades sociales, la adquisición de valores, normas, límites y respeto mutuo.    Destinatarios Los Centros de Día Infantiles se dirigen a niños y niñas de 3 a 12 años distribuidos en tres grupos (de 3 a 5 años, de 6 a 9 años y de 10 a 12 años).Los destinatarios son un máximo de 40 niños/as por centro, distribuidos en 43 Centros de Día (dos plazas por centro se reservan para niños y niñas con necesidades educativas especiales y escolarizados en centros ordinarios), con las siguientes características, entre otras:   - Niñas y niños en situación de riesgo o desventaja social.- Familias monoparentales sin red de apoyo.- Familias con dificultades para desempeñar su tarea educativa. - Niñas y niños cuyos padres/madres o tutores cuenten con un horario laboral coincidente con el horario del programa.    Actividades Las actividades principales que se desarrollan son: - Refuerzo y apoyo escolar.- Talleres de educación en valores, habilidades sociales, animación a la lectura, etc. - Juegos dirigidos, juegos predeportivos, etc. - Actividades relacionadas con el uso de las nuevas tecnologías. - Actividades lúdico-educativas y de animación sociocultural.   Los contenidos de dichas actividades, que se realizan de una forma directa o transversal, están relacionados con la educación para la paz, educación para la salud, educación sobre el medio ambiente y las nuevas tecnologías.    Acceso A través del Centro de Servicios Sociales del Distrito, una vez valorada la situación por su trabajador/a social.   Profesionales1 Coordinador/a por Centro de Día y 2 monitores/as   CosteEste servicio es gratuito para la familia.",1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ad03085f5181c010VgnVCM1000000b205a0aRCRD,BENIMAMET,CALLE,V,109.0,,,,CEIP NAVAS DE TOLOSA,MADRID,MADRID,28021,2.0,SAN CRISTOBAL,17.0,VILLAVERDE,441798.0,4466203.0,40.34434044726248,-3.685296004324213,917 109 356,,,/contenido/entidadesYorganismos/CentrosAtencionSocialMenoresFamilias/CentrosDiaMenores,29839.0,healthprograms,workshop,1022
